,id,carat,cut,color,clarity,depth,table,x,y,z
22,22,0.1683991683991684,0.25,0.6666666666666666,0.2857142857142857,0.4374999999999998,0.38888888888888884,0.5837988826815642,0.6034155597722961,0.5687679083094556
23,23,0.37422037422037424,0.5,0.5,0.2857142857142857,0.45955882352941146,0.36111111111111094,0.7355679702048418,0.7561669829222011,0.7220630372492837
24,24,0.02702702702702703,1.0,0.6666666666666666,0.14285714285714285,0.3786764705882353,0.33333333333333326,0.41713221601489764,0.42599620493358636,0.3939828080229226
25,25,0.06652806652806653,0.5,0.0,0.14285714285714285,0.41911764705882315,0.4444444444444444,0.4702048417132216,0.4886148007590133,0.45558739255014324
26,26,0.02286902286902287,1.0,0.16666666666666666,0.42857142857142855,0.3676470588235292,0.36111111111111094,0.404096834264432,0.4155597722960152,0.38108882521489973
27,27,0.006237006237006237,0.5,0.33333333333333337,0.7142857142857142,0.3308823529411764,0.38888888888888884,0.37243947858473,0.38330170777988615,0.3452722063037249
28,28,0.2765072765072765,0.5,0.6666666666666666,0.2857142857142857,0.3713235294117647,0.38888888888888884,0.6927374301675978,0.7068311195445921,0.651862464183381
29,29,0.04158004158004158,0.5,0.0,0.5714285714285714,0.4374999999999998,0.33333333333333326,0.4404096834264432,0.45256166982922197,0.42836676217765046
30,30,0.031185031185031187,1.0,0.5,0.8571428571428572,0.3676470588235292,0.36111111111111094,0.4245810055865921,0.43548387096774194,0.3997134670487106
31,31,0.1496881496881497,0.75,0.16666666666666666,0.2857142857142857,0.3933823529411764,0.38888888888888884,0.5884543761638734,0.5882352941176471,0.5530085959885386
32,32,0.02286902286902287,0.75,0.16666666666666666,0.2857142857142857,0.3051470588235292,0.4444444444444444,0.41154562383612664,0.42504743833017083,0.37822349570200575
33,33,0.06444906444906445,0.5,0.16666666666666666,0.5714285714285714,0.34558823529411753,0.4444444444444444,0.48044692737430167,0.4933586337760911,0.44842406876790825
34,34,0.02494802494802495,1.0,0.16666666666666666,0.42857142857142855,0.41176470588235303,0.33333333333333326,0.4068901303538175,0.4155597722960152,0.38968481375358166
35,35,0.27442827442827444,0.75,0.16666666666666666,0.14285714285714285,0.26102941176470584,0.4722222222222221,0.7067039106145251,0.7144212523719166,0.6289398280802292
36,36,0.1101871101871102,1.0,0.33333333333333337,0.8571428571428572,0.40073529411764697,0.36111111111111094,0.542830540037244,0.5464895635673624,0.5143266475644699
37,37,0.02286902286902287,0.5,0.16666666666666666,0.2857142857142857,0.4558823529411764,0.38888888888888884,0.4031657355679702,0.4089184060721062,0.39255014326647564
38,38,0.07900207900207899,0.5,0.5,0.7142857142857142,0.29779411764705865,0.461111111111111,0.5018621973929236,0.5142314990512334,0.45702005730659023
39,39,0.02494802494802495,0.75,0.8333333333333334,0.2857142857142857,0.3713235294117647,0.4444444444444444,0.41154562383612664,0.4155597722960152,0.38538681948424064
40,40,0.08108108108108109,1.0,0.0,0.2857142857142857,0.40808823529411753,0.36111111111111094,0.4990689013035382,0.5123339658444023,0.47851002865329506
41,41,0.21621621621621623,0.5,0.8333333333333334,0.5714285714285714,0.38235294117647034,0.5555555555555556,0.6415270018621974,0.6527514231499051,0.6060171919770774
42,42,0.1704781704781705,0.25,0.33333333333333337,0.2857142857142857,0.4889705882352937,0.4166666666666665,0.5847299813780261,0.5996204933586338,0.5802292263610315
43,43,0.10810810810810811,0.75,0.6666666666666666,0.42857142857142855,0.3933823529411764,0.36111111111111094,0.537243947858473,0.5436432637571158,0.5085959885386819
44,44,0.11434511434511435,1.0,0.33333333333333337,0.7142857142857142,0.40073529411764697,0.3055555555555556,0.542830540037244,0.5540796963946869,0.5171919770773639
45,45,0.02286902286902287,1.0,0.33333333333333337,1.0,0.4154411764705881,0.38888888888888884,0.404096834264432,0.4079696394686907,0.38538681948424064
46,46,0.10602910602910603,1.0,0.9999999999999999,0.2857142857142857,0.3897058823529409,0.38888888888888884,0.5325884543761639,0.5455407969639469,0.505730659025788
47,47,0.27234927234927236,1.0,0.33333333333333337,0.5714285714285714,0.42279411764705865,0.38888888888888884,0.6824953445065177,0.6925996204933587,0.6547277936962751
48,48,0.06860706860706861,1.0,0.16666666666666666,0.5714285714285714,0.38235294117647034,0.36111111111111094,0.4851024208566108,0.4981024667931689,0.4598853868194842
49,49,0.15176715176715178,0.75,0.6666666666666666,0.42857142857142855,0.2683823529411764,0.4722222222222221,0.6005586592178771,0.6043643263757116,0.5358166189111748
50,50,0.4324324324324324,1.0,0.16666666666666666,0.14285714285714285,0.404411764705882,0.33333333333333326,0.7905027932960894,0.8017077798861479,0.7521489971346704
51,51,0.02494802494802495,0.5,0.6666666666666666,0.42857142857142855,0.44485294117647034,0.33333333333333326,0.4059590316573557,0.4108159392789374,0.39255014326647564
52,52,0.10395010395010396,1.0,0.5,0.14285714285714285,0.38235294117647034,0.38888888888888884,0.5297951582867785,0.5445920303605314,0.5028653295128939
53,53,0.0498960498960499,1.0,0.8333333333333334,0.5714285714285714,0.38235294117647034,0.33333333333333326,0.4553072625698324,0.4667931688804554,0.43123209169054433
54,54,0.14553014553014554,0.25,0.0,0.14285714285714285,0.4779411764705881,0.4444444444444444,0.5623836126629422,0.5777988614800759,0.5558739255014327
55,55,0.02286902286902287,1.0,0.0,0.7142857142857142,0.3749999999999998,0.36111111111111094,0.40502793296089384,0.4146110056925996,0.38252148997134666
56,56,0.14760914760914762,0.75,0.5,0.42857142857142855,0.3124999999999998,0.4166666666666665,0.590316573556797,0.5939278937381404,0.5372492836676217
57,57,0.40332640332640335,0.75,0.8333333333333334,0.42857142857142855,0.3566176470588236,0.4444444444444444,0.770949720670391,0.7903225806451614,0.7220630372492837
58,58,0.10810810810810811,0.5,0.33333333333333337,0.5714285714285714,0.4558823529411764,0.38888888888888884,0.5288640595903166,0.540796963946869,0.5171919770773639
59,59,0.02286902286902287,1.0,0.5,0.5714285714285714,0.4154411764705881,0.3055555555555556,0.40502793296089384,0.4155597722960152,0.38968481375358166
60,60,0.31392931392931395,1.0,0.5,0.7142857142857142,0.40808823529411753,0.33333333333333326,0.7104283054003724,0.7267552182163188,0.6805157593123209
61,61,0.0706860706860707,1.0,0.5,0.7142857142857142,0.404411764705882,0.36111111111111094,0.48696461824953446,0.49999999999999994,0.46561604584527216
62,62,0.04365904365904366,1.0,0.33333333333333337,0.7142857142857142,0.3529411764705881,0.38888888888888884,0.45251396648044695,0.4563567362428842,0.4197707736389685
63,63,0.1704781704781705,1.0,0.5,0.14285714285714285,0.3676470588235292,0.38888888888888884,0.606145251396648,0.6242884250474383,0.5716332378223495
64,64,0.06444906444906445,0.5,0.16666666666666666,0.2857142857142857,0.4411764705882353,0.4166666666666665,0.4646182495344507,0.4819734345351044,0.45415472779369626
65,65,0.033264033264033266,1.0,0.16666666666666666,0.42857142857142855,0.36029411764705865,0.36111111111111094,0.43202979515828677,0.43643263757115747,0.40257879656160456
66,66,0.37629937629937626,0.75,0.9999999999999999,0.2857142857142857,0.36397058823529416,0.4166666666666665,0.7588454376163873,0.7656546489563568,0.7077363896848138
67,67,0.1683991683991684,0.5,0.5,1.0,0.4411764705882353,0.4722222222222221,0.5875232774674115,0.6024667931688804,0.5716332378223495
68,68,0.06860706860706861,0.75,0.16666666666666666,0.7142857142857142,0.41911764705882315,0.36111111111111094,0.48324022346368717,0.4905123339658444,0.4627507163323782
69,69,0.12266112266112267,1.0,0.5,0.2857142857142857,0.4154411764705881,0.38888888888888884,0.5493482309124768,0.5550284629981025,0.5243553008595988
70,70,0.1683991683991684,0.75,0.5,0.5714285714285714,0.3272058823529409,0.4444444444444444,0.6033519553072626,0.6176470588235294,0.5573065902578797
71,71,0.10810810810810811,0.5,0.33333333333333337,0.5714285714285714,0.44852941176470584,0.38888888888888884,0.5297951582867785,0.5436432637571158,0.5171919770773639
72,72,0.062370062370062374,0.25,0.0,0.42857142857142855,0.46691176470588247,0.36111111111111094,0.4739292364990689,0.4791271347248577,0.4627507163323782
73,73,0.031185031185031187,0.75,0.33333333333333337,0.42857142857142855,0.40808823529411753,0.4722222222222221,0.419925512104283,0.42220113851992414,0.39828080229226354
74,74,0.07484407484407486,1.0,0.16666666666666666,0.42857142857142855,0.3933823529411764,0.3055555555555556,0.4981378026070763,0.5009487666034156,0.46991404011461313
75,75,0.04158004158004158,0.75,0.33333333333333337,0.7142857142857142,0.36029411764705865,0.4444444444444444,0.4404096834264432,0.4468690702087287,0.41117478510028654
76,76,0.04158004158004158,0.75,0.33333333333333337,0.2857142857142857,0.4154411764705881,0.4722222222222221,0.43761638733705777,0.4497153700189754,0.42120343839541546
77,77,0.04365904365904366,0.5,0.6666666666666666,0.8571428571428572,0.38235294117647034,0.4722222222222221,0.4404096834264432,0.4535104364326376,0.41833810888252143
78,78,0.2702702702702703,0.75,0.8333333333333334,0.42857142857142855,0.42279411764705865,0.4444444444444444,0.6797020484171322,0.6888045540796964,0.651862464183381
79,79,0.27442827442827444,0.75,0.5,0.8571428571428572,0.34558823529411753,0.4444444444444444,0.6871508379888268,0.7096774193548387,0.6432664756446992
80,80,0.16632016632016633,0.0,0.0,0.14285714285714285,0.5698529411764703,0.4444444444444444,0.5810055865921788,0.5891840607210627,0.5931232091690544
81,81,0.06652806652806653,0.5,0.5,0.2857142857142857,0.3529411764705881,0.5,0.48137802607076347,0.4924098671726756,0.4498567335243553
82,82,0.062370062370062374,0.0,0.6666666666666666,0.2857142857142857,0.4154411764705881,0.4722222222222221,0.4739292364990689,0.4800759013282732,0.45272206303724927
83,83,0.07276507276507278,1.0,0.16666666666666666,0.5714285714285714,0.41176470588235303,0.33333333333333326,0.4860335195530726,0.4990512333965844,0.46704871060171915
84,84,0.07692307692307691,1.0,0.16666666666666666,0.42857142857142855,0.39705882352941146,0.33333333333333326,0.4972067039106145,0.5104364326375712,0.47421203438395415
85,85,0.02079002079002079,0.75,0.6666666666666666,0.42857142857142855,0.41176470588235303,0.4444444444444444,0.3985102420856611,0.4089184060721062,0.38252148997134666
86,86,0.062370062370062374,1.0,0.6666666666666666,1.0,0.41911764705882315,0.3055555555555556,0.47486033519553067,0.48671726755218214,0.45702005730659023
87,87,0.033264033264033266,1.0,0.5,0.8571428571428572,0.40808823529411753,0.36111111111111094,0.4283054003724394,0.4345351043643264,0.4083094555873925
88,88,0.10395010395010396,0.5,0.16666666666666666,0.5714285714285714,0.3566176470588236,0.38888888888888884,0.5325884543761639,0.5455407969639469,0.49856733524355296
89,89,0.15384615384615385,1.0,0.33333333333333337,0.0,0.38602941176470584,0.33333333333333326,0.590316573556797,0.6043643263757116,0.5601719197707736
90,90,0.10602910602910603,0.5,0.0,0.14285714285714285,0.33823529411764697,0.4166666666666665,0.5363128491620112,0.5502846299810247,0.49856733524355296
91,91,0.07276507276507278,1.0,0.0,0.42857142857142855,0.39705882352941146,0.3055555555555556,0.4925512104283054,0.4990512333965844,0.46704871060171915
92,92,0.40332640332640335,0.75,0.5,0.14285714285714285,0.34558823529411753,0.4444444444444444,0.7802607076350093,0.7893738140417458,0.7220630372492837
93,93,0.0893970893970894,1.0,0.16666666666666666,0.42857142857142855,0.38602941176470584,0.36111111111111094,0.5102420856610801,0.5256166982922201,0.48567335243553006
94,94,0.02079002079002079,0.5,0.5,0.8571428571428572,0.40073529411764697,0.33333333333333326,0.4013035381750465,0.40986717267552186,0.38252148997134666
95,95,0.06444906444906445,0.75,0.5,0.2857142857142857,0.36397058823529416,0.4166666666666665,0.4851024208566108,0.4876660341555977,0.4512893982808023
96,96,0.1683991683991684,0.5,0.33333333333333337,0.2857142857142857,0.44485294117647034,0.4444444444444444,0.5865921787709497,0.6043643263757116,0.5730659025787965
97,97,0.006237006237006237,1.0,0.16666666666666666,0.5714285714285714,0.38602941176470584,0.3055555555555556,0.3687150837988827,0.3766603415559773,0.34957020057306587
98,98,0.04365904365904366,1.0,0.9999999999999999,0.42857142857142855,0.41176470588235303,0.31666666666666665,0.43947858472998136,0.4506641366223909,0.42263610315186245
99,99,0.1683991683991684,0.75,0.33333333333333337,0.42857142857142855,0.41911764705882315,0.4166666666666665,0.5986964618249534,0.6034155597722961,0.5716332378223495
100,100,0.04365904365904366,0.75,0.8333333333333334,0.8571428571428572,0.40073529411764697,0.38888888888888884,0.44878957169459965,0.4535104364326376,0.42550143266475643
101,101,0.2494802494802495,1.0,0.6666666666666666,0.42857142857142855,0.4411764705882353,0.36111111111111094,0.6638733705772811,0.6707779886148008,0.6404011461318051
102,102,0.02079002079002079,0.75,0.16666666666666666,0.42857142857142855,0.39705882352941146,0.4166666666666665,0.4059590316573557,0.4089184060721062,0.3839541547277937
103,103,0.14553014553014554,0.75,0.8333333333333334,0.2857142857142857,0.40808823529411753,0.4444444444444444,0.5772811918063315,0.5853889943074004,0.5501432664756446
104,104,0.21205821205821207,0.75,0.5,0.14285714285714285,0.33823529411764697,0.4166666666666665,0.6443202979515829,0.6546489563567363,0.5959885386819485
105,105,0.06652806652806653,0.75,0.33333333333333337,0.2857142857142857,0.3713235294117647,0.4444444444444444,0.4851024208566108,0.4905123339658444,0.45415472779369626
106,106,0.10810810810810811,0.5,0.9999999999999999,0.5714285714285714,0.4301470588235292,0.4166666666666665,0.5279329608938548,0.5426944971537002,0.5114613180515759
107,107,0.1975051975051975,0.5,0.5,0.2857142857142857,0.3786764705882353,0.5277777777777777,0.6219739292364991,0.6375711574952562,0.5888252148997135
108,108,0.23284823284823286,1.0,0.8333333333333334,0.42857142857142855,0.36029411764705865,0.38888888888888884,0.653631284916201,0.6707779886148008,0.6131805157593123
109,109,0.14553014553014554,0.75,0.33333333333333337,0.14285714285714285,0.38602941176470584,0.4444444444444444,0.580074487895717,0.5882352941176471,0.5472779369627506
110,110,0.1683991683991684,1.0,0.6666666666666666,0.14285714285714285,0.3933823529411764,0.36111111111111094,0.6024208566108007,0.6100569259962049,0.5702005730659025
111,111,0.288981288981289,0.75,0.16666666666666666,0.5714285714285714,0.3749999999999998,0.4166666666666665,0.7057728119180633,0.7106261859582543,0.660458452722063
112,112,0.04158004158004158,0.75,0.5,0.7142857142857142,0.4301470588235292,0.4444444444444444,0.4366852886405959,0.4478178368121442,0.42263610315186245
113,113,0.16632016632016633,0.75,0.0,0.14285714285714285,0.3124999999999998,0.5277777777777777,0.6070763500931098,0.6157495256166984,0.5544412607449857
114,114,0.11850311850311851,1.0,0.16666666666666666,0.8571428571428572,0.3897058823529409,0.33333333333333326,0.5465549348230913,0.5645161290322581,0.5214899713467048
115,115,0.37629937629937626,0.0,0.6666666666666666,0.14285714285714285,0.5772058823529409,0.36111111111111094,0.7262569832402235,0.7362428842504743,0.7435530085959885
116,116,0.02494802494802495,1.0,0.5,0.5714285714285714,0.40073529411764697,0.33333333333333326,0.41154562383612664,0.4174573055028463,0.39111747851002865
117,117,0.062370062370062374,1.0,0.33333333333333337,0.42857142857142855,0.42279411764705865,0.38888888888888884,0.4720670391061453,0.4848197343453511,0.45558739255014324
118,118,0.035343035343035345,1.0,0.8333333333333334,0.7142857142857142,0.40073529411764697,0.3055555555555556,0.4301675977653631,0.44212523719165087,0.41117478510028654
119,119,0.14553014553014554,0.25,0.8333333333333334,0.14285714285714285,0.41176470588235303,0.4444444444444444,0.5651769087523277,0.579696394686907,0.5429799426934098
120,120,0.10602910602910603,0.25,0.8333333333333334,0.2857142857142857,0.46323529411764697,0.5555555555555556,0.5223463687150838,0.5351043643263756,0.5128939828080229
121,121,0.02079002079002079,0.75,0.0,0.2857142857142857,0.4301470588235292,0.4722222222222221,0.393854748603352,0.40417457305502846,0.38108882521489973
122,122,0.27234927234927236,0.5,0.16666666666666666,0.42857142857142855,0.4522058823529409,0.5,0.6741154562383613,0.6802656546489564,0.653295128939828
123,123,0.17255717255717257,0.5,0.33333333333333337,0.5714285714285714,0.33823529411764697,0.33333333333333326,0.6163873370577281,0.6223908918406071,0.5687679083094556
124,124,0.20997920997921,0.25,0.16666666666666666,0.2857142857142857,0.48529411764705865,0.4166666666666665,0.6191806331471136,0.6252371916508539,0.6088825214899714
125,125,0.0706860706860707,1.0,0.33333333333333337,0.2857142857142857,0.3786764705882353,0.33333333333333326,0.48696461824953446,0.49999999999999994,0.46131805157593125
126,126,0.02702702702702703,1.0,0.5,1.0,0.39705882352941146,0.33333333333333326,0.41433891992551214,0.42504743833017083,0.39541547277936956
127,127,0.27234927234927236,0.0,0.5,0.14285714285714285,0.5330882352941175,0.33333333333333326,0.6648044692737429,0.6717267552182163,0.667621776504298
128,128,0.13721413721413722,0.75,0.33333333333333337,0.2857142857142857,0.42647058823529416,0.4166666666666665,0.5595903165735567,0.5749525616698292,0.5415472779369627
129,129,0.02494802494802495,1.0,0.16666666666666666,0.42857142857142855,0.40808823529411753,0.33333333333333326,0.4059590316573557,0.4174573055028463,0.38968481375358166
130,130,0.02079002079002079,0.75,0.6666666666666666,0.8571428571428572,0.4154411764705881,0.4166666666666665,0.3994413407821229,0.40986717267552186,0.3839541547277937
131,131,0.1683991683991684,1.0,0.0,0.42857142857142855,0.3529411764705881,0.38888888888888884,0.6089385474860335,0.6129032258064516,0.5644699140401146
132,132,0.21205821205821207,0.75,0.5,0.42857142857142855,0.3749999999999998,0.4166666666666665,0.6340782122905028,0.6555977229601518,0.6017191977077364
133,133,0.029106029106029108,1.0,0.6666666666666666,0.5714285714285714,0.4154411764705881,0.33333333333333326,0.41713221601489764,0.42220113851992414,0.39828080229226354
134,134,0.06444906444906445,1.0,0.0,0.42857142857142855,0.3749999999999998,0.33333333333333326,0.4823091247672253,0.48956356736242884,0.45272206303724927
135,135,0.06652806652806653,1.0,0.0,0.2857142857142857,0.41176470588235303,0.38888888888888884,0.47765363128491617,0.48956356736242884,0.4584527220630372
136,136,0.02079002079002079,1.0,0.0,0.2857142857142857,0.3933823529411764,0.36111111111111094,0.40502793296089384,0.4089184060721062,0.38252148997134666
137,137,0.21413721413721415,1.0,0.33333333333333337,0.5714285714285714,0.3786764705882353,0.38888888888888884,0.638733705772812,0.6574952561669829,0.6060171919770774
138,138,0.07276507276507278,0.5,0.33333333333333337,0.2857142857142857,0.4374999999999998,0.4166666666666665,0.48696461824953446,0.4990512333965844,0.4727793696275071
139,139,0.10602910602910603,0.0,0.5,0.8571428571428572,0.4338235294117643,0.38888888888888884,0.5279329608938548,0.5284629981024669,0.505730659025788
140,140,0.10395010395010396,1.0,0.6666666666666666,0.14285714285714285,0.3897058823529409,0.3055555555555556,0.5316573556797021,0.5455407969639469,0.505730659025788
141,141,0.07900207900207899,1.0,0.33333333333333337,0.7142857142857142,0.39705882352941146,0.36111111111111094,0.5,0.5132827324478179,0.47707736389684813
142,142,0.10602910602910603,0.75,0.8333333333333334,0.5714285714285714,0.39705882352941146,0.4166666666666665,0.5363128491620112,0.5426944971537002,0.5085959885386819
143,143,0.16632016632016633,1.0,0.5,0.7142857142857142,0.3749999999999998,0.36111111111111094,0.6024208566108007,0.6166982922201139,0.5687679083094556
144,144,0.02494802494802495,0.75,0.5,0.7142857142857142,0.4154411764705881,0.4166666666666665,0.4078212290502793,0.41271347248576845,0.38968481375358166
145,145,0.14553014553014554,0.75,0.0,0.2857142857142857,0.3088235294117647,0.5277777777777777,0.5810055865921788,0.5872865275142316,0.5286532951289398
146,146,0.43451143451143454,0.5,0.8333333333333334,0.2857142857142857,0.39705882352941146,0.4444444444444444,0.7858472998137802,0.8074003795066413,0.7507163323782234
147,147,0.1912681912681913,1.0,0.0,0.42857142857142855,0.404411764705882,0.33333333333333326,0.6173184357541899,0.6318785578747629,0.5902578796561604
148,148,0.2702702702702703,1.0,0.33333333333333337,0.42857142857142855,0.33823529411764697,0.33333333333333326,0.6936685288640596,0.7125237191650854,0.6446991404011461
149,149,0.08316008316008316,1.0,0.5,0.42857142857142855,0.404411764705882,0.3055555555555556,0.5055865921787709,0.5189753320683111,0.48424068767908307
150,150,0.10810810810810811,1.0,0.33333333333333337,0.5714285714285714,0.41911764705882315,0.36111111111111094,0.5363128491620112,0.5426944971537002,0.5128939828080229
151,151,0.20997920997921,0.75,0.33333333333333337,0.14285714285714285,0.41911764705882315,0.4722222222222221,0.6303538175046555,0.6385199240986718,0.6031518624641833
152,152,0.01455301455301456,0.5,0.5,0.8571428571428572,0.3676470588235292,0.36111111111111094,0.3919925512104283,0.40322580645161293,0.3681948424068767
153,153,0.02286902286902287,1.0,0.33333333333333337,0.42857142857142855,0.4154411764705881,0.33333333333333326,0.4003724394785847,0.4108159392789374,0.38538681948424064
154,154,0.0395010395010395,1.0,0.5,1.0,0.3933823529411764,0.33333333333333326,0.43575418994413406,0.4478178368121442,0.41547277936962745
155,155,0.033264033264033266,0.75,0.16666666666666666,0.42857142857142855,0.404411764705882,0.4166666666666665,0.4245810055865921,0.4307400379506641,0.40401146131805155
156,156,0.16632016632016633,1.0,0.5,0.42857142857142855,0.4154411764705881,0.36111111111111094,0.5986964618249534,0.5996204933586338,0.5687679083094556
157,157,0.02079002079002079,1.0,0.33333333333333337,0.8571428571428572,0.40808823529411753,0.33333333333333326,0.4013035381750465,0.40986717267552186,0.3839541547277937
158,158,0.04365904365904366,0.75,0.16666666666666666,0.42857142857142855,0.40808823529411753,0.4166666666666665,0.44227188081936686,0.4535104364326376,0.42406876790830944
159,159,0.06444906444906445,0.25,0.0,0.42857142857142855,0.45955882352941146,0.36111111111111094,0.4692737430167598,0.48387096774193544,0.46131805157593125
160,160,0.04158004158004158,1.0,0.16666666666666666,0.42857142857142855,0.42647058823529416,0.38888888888888884,0.4404096834264432,0.4459203036053131,0.42263610315186245
161,161,0.16632016632016633,0.75,0.33333333333333337,0.2857142857142857,0.36029411764705865,0.4444444444444444,0.6005586592178771,0.6081593927893738,0.5601719197707736
162,162,0.033264033264033266,1.0,0.16666666666666666,0.42857142857142855,0.33823529411764697,0.36111111111111094,0.4329608938547486,0.43833017077798864,0.3997134670487106
163,163,0.1101871101871102,1.0,0.16666666666666666,0.2857142857142857,0.4301470588235292,0.33333333333333326,0.5307262569832403,0.5493358633776091,0.5157593123209169
164,164,0.1683991683991684,0.75,0.6666666666666666,0.2857142857142857,0.4374999999999998,0.4166666666666665,0.5940409683426443,0.6015180265654649,0.5730659025787965
165,165,0.033264033264033266,0.5,0.16666666666666666,0.2857142857142857,0.45955882352941146,0.4166666666666665,0.41527001862197394,0.42599620493358636,0.4068767908309455
166,166,0.17671517671517672,1.0,0.6666666666666666,0.2857142857142857,0.36029411764705865,0.36111111111111094,0.6163873370577281,0.6242884250474383,0.5744985673352435
167,167,0.1954261954261954,0.5,0.33333333333333337,0.0,0.3786764705882353,0.3555555555555554,0.6275605214152701,0.6413662239089184,0.5916905444126074
168,168,0.02286902286902287,1.0,0.16666666666666666,0.2857142857142857,0.4301470588235292,0.3055555555555556,0.4059590316573557,0.41271347248576845,0.39111747851002865
169,169,0.32224532224532226,0.75,0.8333333333333334,0.5714285714285714,0.3529411764705881,0.4722222222222221,0.7299813780260708,0.7400379506641366,0.6790830945558739
170,170,0.16632016632016633,0.5,0.16666666666666666,0.42857142857142855,0.4779411764705881,0.4444444444444444,0.5791433891992551,0.5986717267552182,0.5744985673352435
171,171,0.22661122661122662,0.75,0.6666666666666666,0.2857142857142857,0.3897058823529409,0.38888888888888884,0.653631284916201,0.6612903225806451,0.6174785100286532
172,172,0.02286902286902287,1.0,0.16666666666666666,0.7142857142857142,0.36029411764705865,0.38888888888888884,0.4059590316573557,0.41650853889943074,0.38108882521489973
173,173,0.27234927234927236,0.75,0.5,0.42857142857142855,0.30147058823529416,0.5,0.6964618249534451,0.7058823529411765,0.6332378223495702
174,174,0.14553014553014554,0.5,0.9999999999999999,0.8571428571428572,0.34558823529411753,0.4722222222222221,0.580074487895717,0.5958254269449715,0.5415472779369627
175,175,0.031185031185031187,0.5,0.16666666666666666,0.8571428571428572,0.4411764705882353,0.4444444444444444,0.4134078212290503,0.42504743833017083,0.40257879656160456
176,176,0.04365904365904366,1.0,0.0,0.14285714285714285,0.3676470588235292,0.36111111111111094,0.44506517690875236,0.45825426944971537,0.4197707736389685
177,177,0.02079002079002079,1.0,0.5,0.7142857142857142,0.42647058823529416,0.2777777777777777,0.4013035381750465,0.41271347248576845,0.3882521489971346
178,178,0.1101871101871102,0.0,0.8333333333333334,0.0,0.5551470588235292,0.4166666666666665,0.5242085661080075,0.5218216318785579,0.5272206303724928
